Speaker	With	File	Text	Next line	When	Priority	Weight	Command Id	Target / Caster	Status	Items	Abilities	BattleId	Scenario Min	Scenario Max	Context Flags	Player Solo	Player Team	Enemy Solo	Enemy Team	Self	Enemy	Ally	Single	Multi	Hit	Miss	Dodge	Crit	Hp	Mp	Front Attack	Preemptive	Back Attack	Friendly Battle	Non Friendly Battle	Serious	Boss
Eiko		Cure Quina 1	I told ya not to eat too much.		CommandPerform			WhiteMagicEiko, Item	Quina			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Steiner 1	Does that armour even help?		CommandPerform			WhiteMagicEiko, Item	Steiner			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Steiner 2	Aren't you supposed to be a knight?		CommandPerform			WhiteMagicEiko, Item	Steiner			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Steiner 3	Some knight you are.		CommandPerform			WhiteMagicEiko, Item	Steiner			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Vivi 1	Don't worry kid, I got you.		CommandPerform			WhiteMagicEiko, Item	Vivi			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Vivi 2	Don't be sad, you'll get stronger.		CommandPerform			WhiteMagicEiko, Item	Vivi			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Vivi 3	Don't worry about it, I've got you.		CommandPerform			WhiteMagicEiko, Item	Vivi			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Zidane 1	I'll save you, Zidane!		CommandPerform			WhiteMagicEiko, Item	Zidane			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Zidane 2	Ive got you Zidane.		CommandPerform			WhiteMagicEiko, Item	Zidane			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Party 1	We can do better than this!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 2	We can do better than this!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 3	C'mon team, we got this!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 4	C'mon team, we got this!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 5	Leave it to me!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 6	Leave it to me!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 7	I can't carry us forever!		CommandPerform							Cure, Cura, Curaga									x			x														
Eiko		Cure Party 8	You guys have to do something too y'know!		CommandPerform							Cure, Cura, Curaga									x			x														
Eiko		Cure Party 9	Have I gotta do everything around here?		CommandPerform		33					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 10	Have I gotta do everything around here?		CommandPerform		33					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 11	Have I gotta do everything around here?		CommandPerform		33					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 12	My time to shine!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 13	My time to shine!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 14	Eiko - 1, Team - 0!		CommandPerform							Cure, Cura, Curaga									x			x														
Eiko		Cure Party 15	Mog, help us!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 16	Mog, help us!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 17	Told you I wasn't a kid!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 18	Told you I wasn't a kid!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 19	We're not done yet!		CommandPerform							Cure, Cura, Curaga									x			x														
Eiko		Cure Party 20	You guys aren't done already are ya?		CommandPerform							Cure, Cura, Curaga									x			x														
Eiko		Cure Party 21	Next time, you guys owe me!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 22	Next time, you guys owe me!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 23	Can we just win already!?		CommandPerform							Cure, Cura, Curaga									x			x														
Eiko		Cure Party 24	You'd all be screwed without me!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 25	You'd all be screwed without me!		CommandPerform		50					Cure, Cura, Curaga									x			x														
Eiko		Cure Party 26	Come on everyone!		CommandPerform							Cure, Cura, Curaga									x			x														
Eiko		Damaged 1			Damaged																																	
Eiko		Damaged 2			Damaged																																	
Eiko		Damaged 3			Damaged																																	
Eiko		Damaged 4			Damaged																																	
Eiko		Damaged 5			Damaged																																	
Eiko		Damaged 6			Damaged																																	
Eiko		Damaged 7			Damaged																x		x		x													
Eiko		Damaged 8	You'll regret that!		Damaged																x				x													
Eiko		Damaged 9	How dare you!		Damaged		50														x				x													
Eiko		Damaged 10	How dare you!		Damaged		50														x				x													
Eiko		Damaged 11	Seriously!?		Damaged																x		x		x													
Eiko		Damaged 12	You'll be sorry!		Damaged																x		x		x													
Eiko		Damaged 13	Bad move!		Damaged																x		x		x													
Eiko		Damaged 14	I'll get you for this.		Damaged																x		x		x													
Eiko		Damaged 15	Wait for my revenge!		Damaged																x		x		x													
Eiko		Damaged 16	I will get vengeance.		Damaged																x		x		x													
Eiko		Damaged 17	I hate you.		Damaged																x		x		x													
Eiko		Damaged 18	That really hurt.		Damaged																x				x						x							
Eiko		Damaged 19	Barely left a scratch.		Damaged																x				x						x							
Eiko		Death 1	Mog.. help me..		Added					Death																												
Eiko		Death 2	No.. not yet.		Added					Death																												
Eiko		Death 3	Wake me at 11...		Added					Death																												
Eiko		Death 4	I want... a rematch.		Added					Death																												
Eiko		Death 5	You're gonna.. pay.		Added					Death																												
Eiko		Death 6	Just a little.. nap.		Added					Death																												
Eiko		Death 7	I'm not.. strong enough..		Added					Death																												
Eiko		Death 8	How.. rude..		Added					Death																												
Eiko		Death 9	I won't.. forget this.		Added					Death																												
Eiko		Death 10	I hate you...		Added					Death																												
Eiko		Death 11	No.. I don't wanna sleep.		Added					Death																												
Eiko		Death 12	I'll be back.		Added					Death																												
Eiko		Defend 1	Don't h-h-h-it meeee.		CommandPerform			Defend																														
Eiko		Defend 2	No thank you!		CommandPerform			Defend																														
Eiko		Defend 3	I don't like this...		CommandPerform			Defend																														
Eiko		Defend 4	Quick, hide!		CommandPerform			Defend																														
Eiko		Defend 5	Defend, quick!		CommandPerform			Defend																														
Eiko		Defend 6	I don't wanna be hurt.		CommandPerform			Defend																														
Eiko		Defend 7	Don't hit me, don't hit me, don't hit me.		CommandPerform			Defend																														
Eiko		Dispel 1	You can't stop me!		CommandPerform							Dispel																										
Eiko		Dispel 2	I can break through any barrier!		CommandPerform							Dispel																										
Eiko		Dispel 3	You can try, but I'm better!		CommandPerform							Dispel																										
Eiko		Dispel 4	Is that all you've got?		CommandPerform							Dispel																										
Eiko		Dispel 5	Is that all you've got?		CommandPerform							Dispel																										
Eiko		Dispel 6	Think I can't handle this? (Cocky, not questioning herself).		CommandPerform							Dispel																										
Eiko		Dispel 7	You can't hide behind anything!		CommandPerform							Dispel																										
Eiko		Dodge 1	Missed me!		Dodged, Missed		50																		x													
Eiko		Dodge 2	Missed me!		Dodged, Missed		50																		x													
Eiko		Dodge 3	Aww, nearly.		Dodged, Missed																				x													
Eiko		Dodge 4	Oop, try again!		Dodged, Missed																				x													
Eiko		Dodge 5	Ohh, so close!		Dodged, Missed																				x													
Eiko		Dodge 6	Maybe next time!		Dodged, Missed																				x													
Eiko		Dodge 7	Not good enough!		Dodged, Missed																				x													
Eiko		Dodge 8	Whoopsie!		Dodged, Missed																				x													
Eiko		Dodge 9	Nope!		Dodged, Missed																				x													
Eiko		Esuna 1	Eiko of all trades!		CommandPerform		50					Esuna									x																	
Eiko		Esuna 2	Eiko of all trades!		CommandPerform		50					Esuna									x																	
Eiko		Esuna 3	Doctor Eiko, at your service!		CommandPerform							Esuna									x																	
Eiko		Esuna 4	You have enough problems as it is!		CommandPerform							Esuna									x																	
Eiko		Esuna 5	Let's get you fixed up.		CommandPerform							Esuna									x																	
Eiko		Esuna 6	Got 99 problems but I fix 'em all!		CommandPerform							Esuna									x																	
Eiko		Esuna Self 1	I have enough problems thank you!		CommandPerform							Esuna											x		x													
Eiko		Esuna Self 2	Think I can't handle myself?		CommandPerform							Esuna											x		x													
Eiko		Esuna Self 3	I can handle more than this!		CommandPerform							Esuna											x		x													
Eiko		Esuna Self 4	This is nothing!		CommandPerform							Esuna											x		x													
Eiko		Esuna Self 5	Easy fix!		CommandPerform							Esuna											x		x													
Eiko		Float 1	Being grounded is over rated!		CommandPerform							Float									x																	
Eiko		Float 2	How's the weather up there?		CommandPerform							Float									x																	
Eiko		Float 3	Hope you've got good balance!		CommandPerform							Float									x																	
Eiko		Float 4	The floor is lava!		CommandPerform							Float									x																	
Eiko		Float Self 1	I was never down to Earth anyway!		CommandPerform							Float											x															
Eiko		Float Self 2	Always got my head in the clouds!		CommandPerform							Float											x															
Eiko		Float Self 3	You look like ants from up here!		CommandPerform							Float											x															
Eiko		Float Self 4	Beats walking!		CommandPerform							Float											x															
Eiko		Float Self 5	Let's raise the stakes!		CommandPerform							Float											x															
Eiko		Floated 1	Oh, I'm floating!		Added					Float											x																	
Eiko		Floated 2	And I'm floating now.		Added					Float											x																	
Eiko		Haste 1	Let's speed things up a little!		CommandPerform							Haste																										
Eiko		Haste 2	Can we make haste?		CommandPerform							Haste																										
Eiko		Haste 3	We don't have time for this!		CommandPerform							Haste																										
Eiko		Haste 4	You're too slow!		CommandPerform							Haste																										
Eiko		Haste 5	Speed is key!		CommandPerform							Haste																										
Eiko		Haste 6	Gotta go fast!		CommandPerform							Haste																										
Eiko		Heal 1	You're welcome.		CommandPerform		50	WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 2	Here ya go.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 3	You're looking a little hurt.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 4	Don't worry, I gotcha.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 5	And, healed!		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 6	You're welcome.		CommandPerform		50	WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 7	You can say thank you now.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 8	And you're good!!		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 9	All better!		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 10	A cure a day keeps the doctor away.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 11	Heal!		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 12	You're safe now.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 13	Don't worry, I gotcha.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko		Heal 14	One heal coming up.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna									x																	
Eiko	$Garnet	Heal Self + Dagger 1	You're watching Dagger?		CommandPerform							Cure, Cura, Curaga, Panacea, Stona, Esuna										x	x		x													
Eiko	$Garnet	Heal Self + Dagger 2	Take notes Dagger.		CommandPerform							Cure, Cura, Curaga, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 1	No better healer than me!		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 2	Gotta look out for number 1!		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 3	I can take care of myself.		CommandPerform			WhiteMagicEiko, Item				Void, Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 4	Man, I'm good at this.		CommandPerform							Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 5	Pretty good, right?		CommandPerform							Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 6	Time to show off my skills!		CommandPerform							Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 7	I'm the best.		CommandPerform							Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Heal Self 8	I'm so great.		CommandPerform							Cure, Cura, Curaga, Regen, Panacea, Stona, Esuna										x	x		x													
Eiko		Healed 1	That's my job!		Healed																x																	
Eiko		Healed 2	Whew, thank you!		Healed																x																	
Eiko		Healed 3	Not as good as mine, but no one is!		Healed																x																	
Eiko		Healed 4	Not bad, but I'm better!		Healed																x																	
Eiko		Healed 5	That feels better!		Healed																																	
Eiko		Healed 6	Not bad, maybe I'll teach you some day.		Healed																x																	
Eiko		Healed 7	I didn't need help!		Healed																x																	
Eiko		Healed 8	Good call.		Healed																x																	
Eiko		Healed 9	Coulda done it myself y'know...		Healed																x																	
Eiko		Healed 10	Not bad. Thanks!		Healed																x																	
Eiko		Healed 11	Good timing!		Healed																x																	
Eiko		Healed 12	That hit the spot.		Healed																																	
Eiko		Healed by Dagger 1	Thanks, Dagger!		Healed				Garnet												x																	
Eiko		Healed by Dagger 2	Not bad, Dagger! Nearly as good as me! (If Dagger healed her).		Healed				Garnet												x																	
Eiko		Holy 1	Mog, we can do this!		CommandPerform							Holy																										
Eiko		Holy 2	I'm not just a healer!		CommandPerform							Holy																										
Eiko		Holy 3	Enough talk, time for some hurt!		CommandPerform							Holy																										
Eiko		Holy 4	Holy!		CommandPerform							Holy																										
Eiko		Holy 5	This is gonna hurt!		CommandPerform							Holy																										
Eiko		Holy 6	Grandpa. Hear my prayer.		CommandPerform							Holy																										
Eiko	$Garnet	Intro + Dagger 1_A	Hey Dagger, most heals wins?		BattleStart																												x	x				x
Eiko	$Garnet	Intro + Dagger 2_A	Dagger! Show me a new Eidolon, okay?		BattleStart																												x	x				x
Eiko	$Garnet	Intro + Dagger 3	You picked a fight with two summoners? Bad idea..		BattleStart																												x	x				x
Eiko	$Quina	Intro + Quina_A	Whoever wins gets free lunch!		BattleStart																												x	x				x
Eiko	$Zidane	Intro + Zidane 1_A	Get 'em Zidane!		BattleStart														x														x	x				x
Eiko	$Zidane	Intro + Zidane 2	I'll keep you safe Zidane!		BattleStart																												x	x				x
Eiko	$Zidane	Intro + Zidane 3	Don't you dare hurt my Zidane!		BattleStart																												x	x				x
Eiko		Intro 1	Ohhh, we're SOOOO scared..		KillEffect												x																x	x				x
Eiko		Intro 2	We're not afraid of you!		KillEffect												x																x	x				x
Eiko		Intro 3	How DARE you interupt me!		KillEffect																												x	x				x
Eiko		Intro 4	Ughh.. SIGH!!		KillEffect												x		x														x	x				x
Eiko		Intro 5	Let's get 'em!		KillEffect																												x	x				x
Eiko		Intro 6	Stop wasting my time!		KillEffect														x														x	x				x
Eiko		Intro 7	Enemies? Ohh nooo.		KillEffect														x														x	x				x
Eiko		Intro 8	Aww, look at them.		KillEffect																												x	x				x
Eiko		Intro 9	Challenge accepted!		KillEffect																												x	x				x
Eiko		Intro 10	I wouldn't fight us if I were you..		KillEffect												x																x	x				x
Eiko		Intro 11	Hurt my friends and I'll kill you!		KillEffect												x																x	x				x
Eiko		Intro 12	You wanna play?		KillEffect																												x	x				x
Eiko		Intro 13	Whatddya think Mog? Yeah! Let's get 'em!		KillEffect														x														x	x				x
Eiko		Intro 14	Are you brave? Or stupid? I vote number two!		KillEffect																												x	x				x
Eiko		Intro 15	Oh wow, you're ugly!		KillEffect																												x	x				x
Eiko		Intro 16	Could you be any uglier?		KillEffect																												x	x				x
Eiko		Intro 17	Oh look! More fans!		KillEffect														x														x	x				x
Eiko		Intro 18	No autographs, thank you!		KillEffect																												x	x				x
Eiko		Intro 19	Attacking us? Not too smart are ya?		KillEffect												x																x	x				x
Eiko		Intro 20	Aha, bad guys!		KillEffect														x														x	x				x
Eiko		Intro 21	They think they can win? Yikes...		KillEffect														x														x	x				x
Eiko		Intro 22	This'll be fun!		KillEffect																												x	x				x
Eiko		Intro 23	Boy do I feel sorry for you.		KillEffect																												x	x				x
Eiko		Intro 24	This again? Ughhhh.		KillEffect																												x	x				x
Eiko		Intro 25	Can we hurry? We're a little busy.		KillEffect												x																x	x				x
Eiko		Intro 26	Hey, let's ask them for directions!		KillEffect														x														x	x				x
Eiko		Intro 27	You wanna fight? Okay!		KillEffect																												x	x				x
Eiko		Intro 28	Ha! Look at these goons!		KillEffect														x														x	x				x
Eiko		Intro 29	I'm not as small as I look y'know!		KillEffect																												x	x				x
Eiko		Intro 30	Maybe these guys can cure my boredom..		KillEffect														x														x	x				x
Eiko		Intro 31	Do these guys not know who we are?		KillEffect												x		x														x	x				x
Eiko		Intro 32	Aww, I was hoping for a challenge.		KillEffect																												x	x				x
Eiko		Intro 33	Typical monsters. No sense at all.		KillEffect														x														x	x				x
Eiko		Intro 34	Rock, paper, scissors? No? Fight it is..		KillEffect																												x	x				x
Eiko		Kill 1	Aaand got 'em!		KillEffect																																	
Eiko		Kill 2	Ei-K.O!		KillEffect																																	
Eiko		Kill 3	Take THAT!		KillEffect																																	
Eiko		Kill 4	You're dead.		KillEffect																																	
Eiko		Kill 5	Got 'em.		KillEffect																																	
Eiko		Kill 6	It's over!		KillEffect																																	
Eiko		Kill 7	Now sleep!		KillEffect																																	
Eiko		Kill 8	Goodnight!		KillEffect																																	
Eiko		Kill 9	Goodbye!		KillEffect																																	
Eiko		Kill 10	Farewell.		KillEffect																																	
Eiko		Kill 11	Hehehe! Got 'em.		KillEffect																																	
Eiko		Kill 12	Leave it to me.		KillEffect																																	
Eiko		Kill 13	Game over.		KillEffect																																	
Eiko		Kill 14	I'm the best.		KillEffect																																	
Eiko		Kill 15	Down you go!		KillEffect																																	
Eiko:Blind		Kill Blind 1	Did I get 'em?		KillEffect	1																																
Eiko:Blind		Kill Blind 2	I think I got 'em.		KillEffect	1																																
Eiko:Blind		Kill Blind 3	I can't see but I got 'em.		KillEffect	1																																
Eiko:Blind		Kill Blind 4	Blind attack!!		KillEffect	1																																
Eiko:Blind		Kill Blind 5	And you're there!		KillEffect	1																																
Eiko		Low HP 1	Not... bad.		Added					LowHP																												
Eiko		Low HP 2	Whew.. I need a break.		Added					LowHP																												
Eiko		Low HP 3	Don't get too cocky.		Added					LowHP																												
Eiko		Low HP 4	Not a bad shot.		Added					LowHP																												
Eiko		Low HP 5	That's not fair!		Added					LowHP																												
Eiko		Low HP 6	I'm not done yet!		Added					LowHP																												
Eiko		Low HP 7	This isn't over.		Added					LowHP																												
Eiko		Low HP 8	Just you wait.		Added					LowHP																												
Eiko		Low HP 9	I'm... fine.		Added					LowHP																												
Eiko		Low HP 10	This is.. nothing.		Added					LowHP																												
Eiko		Low HP 11	Don't count me out yet!		Added					LowHP																												
Eiko		Low HP 12	Wanna try that again?		Added					LowHP																												
Eiko		Low HP 13	Just you wait.		Added					LowHP																												
Eiko		Low HP 14	You attacked the wrong girl!		Added					LowHP																												
Eiko		Low HP 15	Aww you think you're so cool.		Added					LowHP																												
Eiko		Low HP 16	Aww I hate you.		Added					LowHP																												
Eiko		Low HP 17	Huh.. I mean, it doesn't hurt.		Added					LowHP																												
Eiko		Low HP 18	Aww.. I mean, no.		Added					LowHP																												
Eiko		Low HP 19	Oh you think you're so cool.		Added					LowHP																												
Eiko		Low HP 20	I might need some help.		Added					LowHP																												
Eiko		Low HP 21	It hurts a little bit but not a lot!		Added					LowHP																												
Eiko		Mini 1	Lets shrink that ego.		CommandPerform							Mini																										
Eiko		Mini 2_A	You'd look better bitesized!		CommandPerform							Mini																										
Eiko		Mini 3	Small world, small you!		CommandPerform							Mini																										
Eiko		Mini 4	Not so big now, are ya!		CommandPerform		50					Mini																										
Eiko		Mini 5	Not so big now, are ya!		CommandPerform		50					Mini																										
Eiko		Mini 6	Now you see them, now you don't!		CommandPerform							Mini																										
Eiko		Mini 7	I'm sick of playing your Mini-games!		CommandPerform							Mini																										
Eiko		Mini 8	Try hitting someone you're own size now!		CommandPerform							Mini																										
Eiko		Mini 9	You're a tiny bit annoying!		CommandPerform							Mini																										
Eiko		Mini 10	Your chance of winning isn't the only small thing around here!		CommandPerform							Mini																										
Eiko		Mini 11	The smaller they are, the easier to step on?		CommandPerform							Mini																										
Eiko		Miss 1	Ex-cuuuse me!		MissEffect, DodgeEffect																																	
Eiko		Miss 2	Grrrrrr!		MissEffect, DodgeEffect																																	
Eiko		Miss 3	What!?		MissEffect, DodgeEffect		50																															
Eiko		Miss 4	What!?		MissEffect, DodgeEffect		50																															
Eiko		Miss 5	So that's how it is?		MissEffect, DodgeEffect																																	
Eiko		Miss 6	Oh you'll get it next time!		MissEffect, DodgeEffect																		x															
Eiko		Miss 7	How'd I miss!		MissEffect, DodgeEffect																																	
Eiko		Miss 8	This sucks!		MissEffect, DodgeEffect																																	
Eiko:Blind		Miss Blind 1			MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 2	I can't see!!		MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 3	Did I get 'em?		MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 4	Aww, did I miss?		MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 5	It's not my fault, I can't see!		MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 6	Can't see!		MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 7	Ahh, it's dark!		MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 8	Ahh I can't see!		MissEffect, DodgeEffect	1	50																															
Eiko:Blind		Miss Blind 9	I'm tired of being blind!		MissEffect, DodgeEffect	1																																
Eiko:Blind		Miss Blind 10	Ahh I can't see!		MissEffect, DodgeEffect	1	50																															
Eiko		Panacea 1	I got just the trick!		CommandPerform		400					Panacea									x																	
Eiko		Panacea 2	You don't look so good..		CommandPerform		400					Panacea									x																	
Eiko		Panacea 3	Are you okay?		CommandPerform		400					Panacea									x																	
Eiko		Panacea 4	You're looking a little green...		CommandPerform		400					Panacea									x																	
Eiko		Panacea 5	Eww, you look awful!		CommandPerform		400					Panacea									x																	
Eiko		Panacea 6	Let's fix you up!		CommandPerform		400					Panacea									x																	
Eiko		Panacea Self 1	I don't feel so....		CommandPerform		400					Panacea										x	x		x													
Eiko		Panacea Self 2	Poison is the worst.		CommandPerform		400					Panacea										x	x		x													
Eiko		Panacea Self 3	I feel a little noxious.		CommandPerform		400					Panacea										x	x		x													
Eiko		Poisoned 1	I don't feel so...		Added					Poison																												
Eiko		Poisoned 2	I'm not doing so..		Added					Poison																												
Eiko		Poisoned 3	I don't wanna be green..		Added					Poison																												
Eiko		Poisoned 4	Today is NOT Green day!		Added					Poison																												
Eiko		Poisoned 5	Mog.. heeeelp.		Added					Poison																												
Eiko		Poisoned 6	I don't feels so good		Added					Poison																												
Eiko		Poisoned 7	I feel a little bad		Added					Poison																												
Eiko		Poisoned 8	Im don't really feel great		Added					Poison																												
Eiko		Poisoned 9	I feel yucky		Added					Poison																												
Eiko		Poisoned 10	This isn't good		Added					Poison																												
Eiko		Protect 1	I'll protect us!		CommandPerform							Protect, Shell									x																	
Eiko		Protect 2	Try breaking through this!		CommandPerform							Protect, Shell																										
Eiko		Protect 3	Not so tough now are they?		CommandPerform							Protect, Shell																										
Eiko		Protect 4	I can't protect you forever!		CommandPerform							Protect, Shell									x																	
Eiko		Protect 5	The best offense is a good defence!		CommandPerform							Protect, Shell																										
Eiko		Protect 6	Casting Protect!		CommandPerform							Protect																										
Eiko		Protect 7	I'll protect you.		CommandPerform							Protect, Shell									x																	
Eiko	$Steiner	Protect 8	Guess I'm your knight now!		CommandPerform				Garnet			Protect									x																	
Eiko		Shell 1	And... Shell!		CommandPerform							Shell																										
Eiko		Silence 1	Shhhhhhh.		CommandPerform							Silence																										
Eiko		Silence 2	Quiet now!		CommandPerform							Silence																										
Eiko		Silence 3	Your voice annoys me!		CommandPerform							Silence																										
Eiko		Silence 4	Let's have some peace and quiet.		CommandPerform							Silence																										
Eiko		Silence 5	Silence!		CommandPerform							Silence																										
Eiko		Silence 6	Enough talking!		CommandPerform							Silence																										
Eiko		Silence 7	Try casting magic now!		CommandPerform							Silence																										
Eiko		Silence 8	What's wrong, cat got your tongue?		CommandPerform							Silence																										
Eiko		Silence 9	I'm done with your babbling.		CommandPerform							Silence																										
Eiko		Silence 10	Monsters should be seen, not heard!		CommandPerform							Silence																										
Eiko		Silence 11	All bite, no bark.		CommandPerform							Silence																										
Eiko		Silence 12	Can you shush? I have a headache...		CommandPerform							Silence																										
Eiko		Silence 13	I'd rather if you didn't talk.		CommandPerform							Silence																										
Eiko		Silence 14	Enough of your lip.		CommandPerform							Silence																										
Eiko		Sleepy 1	Uhh, a little sleepy		Added					Sleep																												
Eiko		Sleepy 2	I could take a nap right now.		Added					Sleep																												
Eiko		Sleepy 3	Uhh sleepy.		Added					Sleep																												
Eiko		Sleepy 4	Can't keep eyes open anymore.		Added					Sleep																												
Eiko		Stona Gradual 1	Let's not freeze up, okay?		CommandPerform				::GradualPetrify			Stona									x																	
Eiko		Stona Gradual 2	That's enough of that!		CommandPerform				::GradualPetrify			Stona									x																	
Eiko		Stona Gradual 3	Not if I can help it!		CommandPerform				::GradualPetrify			Stona									x																	
Eiko		Stona Gradual 4	We don't have time for that!		CommandPerform				::GradualPetrify			Stona									x																	
Eiko		Stona Gradual 5	Just in time!		CommandPerform				::GradualPetrify			Stona									x																	
Eiko		Stona Gradual 6	Not while I'm around!		CommandPerform				::GradualPetrify			Stona									x																	
Eiko		Stona Late 1	Don't be afraid!		CommandPerform				::Petrify			Stona									x																	
Eiko		Stona Late 2	Time to get moving!		CommandPerform				::Petrify			Stona									x																	
Eiko		Stona Late 3	Really came to a stand-still didn't you?		CommandPerform				::Petrify			Stona									x																	
Eiko		Stona Late 4	What are ya waitin' around for?		CommandPerform				::Petrify			Stona									x																	
Eiko		Stona Late 5	Don't just stand there!		CommandPerform				::Petrify			Stona									x																	
Eiko		Stona Late 6	Green light!		CommandPerform				::Petrify			Stona									x																	
Eiko		Stona Self 1	You can't stop me!		CommandPerform							Stona										x	x		x													
Eiko		Stona Self 2	I'm not afraid!		CommandPerform							Stona										x	x		x													
Eiko		Stona Self 3	Ain't no stopping me!		CommandPerform							Stona										x	x		x													
Eiko		Stona Self 4	I'll stop at nothing!		CommandPerform							Stona										x	x		x													
Eiko		Stona Self 5	I'll never stop fighting!		CommandPerform							Stona										x	x		x													
Eiko		Summon Defence 1	I've got just the solution for this!		CommandPerform							Carbuncle1, Carbuncle2, Carbuncle3, Carbuncle4																										
